309502.45 ,3790608.81
309502.28  ,3790609.16
309496.28 ,3790606.32
309496.41 ,3790606.00
309494.85 ,3790605.25
309494.69 ,3790605.59
309492.46 ,3790604.51
309492.96 ,3790602.66
309491.83 ,3790602.37
09491.39 ,3790603.99
309488.99 ,3790609.05
309496.49 ,3790612.65
309499.02 ,3790613.85
