1955.08,-639.91
1945.43,-639.91
1942.62,-630.83
1952.45,-628.49
,
1951.13,-620.55
1950.71,-613.23
1943.62,-613.88
1944.38,-621.21
,
1951.39,-604.58
1952.87,-597.77
1945.91,-596.32
1944.72,-603.32
,
1954.31,-587.80
1955.12,-581.14
1948.40,-580.05
1947.46,-586.86
,
2182.98,-583.55
2189.43,-571.94
2197.60,-576.49
2191.15,-588.09
,
2219.30,-582.28
2223.87,-596.56
2197.31,-604.27
2192.48,-590.79
